Project_names,Release,Date,OSE,BCE,PDE,SV,OS,SD,RS,TF,UI,TC,CommunitySmells,SATD,SATD
LightGBM,v1,2017-04-24,0,1,1,0,0,0,1,1,0,1,5,0,0
LightGBM,v2.0,2017-05-03,0,1,0,0,0,0,1,1,0,1,4,0,0
LightGBM,v2.0.3,2017-06-25,0,1,1,0,0,0,1,1,0,1,5,2,2
LightGBM,v2.0.6,2017-08-18,1,1,0,1,0,0,0,0,0,1,4,2,2
LightGBM,v2.0.10,2017-10-18,0,0,1,0,0,0,1,0,0,0,2,2,2
LightGBM,v2.0.12,2017-12-26,1,0,0,1,1,1,0,0,0,0,4,2,2
LightGBM,v2.1.0,2018-06-22,1,1,0,1,0,0,0,0,0,1,4,2,2
LightGBM,v2.1.1,2018-06-22,1,1,0,1,0,0,0,0,0,1,4,2,2
LightGBM,v2.1.2,2018-06-22,1,1,0,1,0,0,0,0,0,1,4,2,2
LightGBM,v2.2.0,2018-09-18,0,1,1,0,0,0,1,1,0,1,5,2,2
LightGBM,v2.2.1,2018-10-03,0,1,1,0,0,0,1,1,0,1,5,3,3
LightGBM,v2.2.2,2018-11-06,1,0,1,1,0,0,1,0,0,1,5,3,3
LightGBM,v2.2.3,2019-02-05,0,0,0,1,0,0,0,0,0,1,2,3,3
LightGBM,v2.3.0,2019-09-29,0,1,1,0,0,0,1,1,0,1,5,3,3
LightGBM,v2.3.1,2019-11-28,0,0,0,1,0,0,0,0,0,1,2,2,2
LightGBM,v3.0.0rc1,2020-08-07,0,1,0,0,0,0,1,1,0,1,4,4,4
LightGBM,v3.0.0,2020-09-01,1,1,0,1,0,0,0,1,0,1,5,3,3
LightGBM,v3.1.0,2020-11-16,0,1,0,0,0,0,1,1,0,1,4,3,3
LightGBM,v3.1.1,2020-12-08,0,1,0,1,0,0,0,1,0,1,4,3,3
LightGBM,v3.2.0,2021-03-22,0,0,0,0,0,0,1,1,0,1,3,2,2
LightGBM,v3.2.1,2021-04-12,0,0,0,1,0,0,0,0,0,0,1,2,2
LightGBM,v3.3.0,2021-10-09,0,1,1,0,0,0,1,1,0,1,5,2,2
LightGBM,v3.3.1,2021-10-27,1,0,1,1,0,0,0,1,0,0,4,2,2
LightGBM,v3.3.2,2022-01-07,0,1,0,1,0,1,0,0,0,0,3,2,2
LightGBM,v3.3.3,2022-10-10,1,1,0,1,0,0,1,0,0,0,4,2,2
LightGBM,v3.3.4,2023-01-04,0,1,1,0,0,0,1,1,0,1,5,2,2
LightGBM,v3.3.5,2023-01-24,1,0,0,1,0,0,1,1,0,0,4,2,2
LightGBM,v4.0.0,2023-07-13,1,1,0,1,0,0,1,1,0,1,6,2,2
LightGBM,v4.1.0,2023-09-12,0,1,0,0,0,0,1,1,0,1,4,2,2
LightGBM,v4.2.0,2023-12-21,0,1,1,0,0,0,1,1,0,1,5,2,2
LightGBM,v4.3.0,2024-01-26,1,1,0,1,0,0,1,0,0,0,4,2,2
LightGBM,v4.4.0,2024-06-15,0,1,0,0,0,0,1,1,0,1,4,4,4
LightGBM,v4.5.0,2024-07-25,1,1,1,1,0,0,0,0,0,1,5,4,4
