Release,Published_at
v1.8.4,2023-07-20T12:01:51Z
v1.8.3,2022-12-08T12:12:53Z
v1.8.2,2022-11-29T02:07:31Z
v1.8.1,2022-11-28T02:36:08Z
v1.8.0,2022-07-11T02:46:10Z
v1.7.0,2022-05-19T08:52:05Z
v1.6.2,2022-03-14T05:33:45Z
v1.6.1,2022-03-14T01:33:47Z
v1.6.0,2022-03-11T06:30:30Z
v1.5.5,2021-12-03T05:38:10Z
v1.5.4,2021-12-01T01:55:21Z
v1.5.3,2021-11-30T23:28:14Z
v1.5.2,2021-11-09T06:03:39Z
v1.5.1,2021-11-05T05:41:26Z
v1.5.0,2021-10-25T06:03:17Z
v1.4.1,2021-05-25T01:28:02Z
v1.4.0,2021-05-18T02:07:49Z
v1.3.1,2021-04-26T05:55:52Z
v1.3.0,2021-04-21T07:23:08Z
v1.2.4,2021-03-30T21:06:13Z
v1.2.3,2021-03-30T00:12:36Z
v1.2.2,2021-03-16T07:05:21Z
v1.2.1,2021-02-19T08:26:55Z
v1.2.0,2021-02-19T07:18:39Z
v1.1.1,2021-01-27T02:20:30Z
v1.1.0,2021-01-26T06:57:29Z
v1.0.5,2020-07-22T02:37:37Z
v1.0.4,2020-04-06T03:05:17Z
v1.0.3,2020-03-31T23:32:24Z
v1.0.2,2019-11-29T08:19:54Z
v1.0.1,2019-11-22T00:29:01Z
v1.0.0,2019-11-15T05:44:46Z
