Release,Published_at
v6.8.3,2024-06-20T23:56:18Z
v6.8.0,2023-09-22T23:57:31Z
v6.7.0,2023-07-28T08:42:02Z
v6.6.0,2023-07-27T04:12:53Z
v6.5.0,2023-07-14T15:40:34Z
v6.4.0,2023-07-14T03:18:37Z
v6.3.0,2023-06-28T09:11:47Z
v6.2.0,2023-03-04T06:41:59Z
v6.1.4,2023-02-26T04:09:29Z
v6.1.3,2023-02-25T02:16:23Z
v6.1.2,2023-02-15T09:46:55Z
v6.1.1,2023-02-10T03:05:44Z
v6.1.0,2023-02-08T10:35:41Z
v6.0.3,2023-01-25T02:54:26Z
v6.0.2,2023-01-19T02:27:58Z
v6.0.1,2023-01-08T16:19:43Z
v6.0.0,2023-01-01T03:09:42Z
v1.4.1,2022-12-25T16:41:52Z
v1.4.0,2022-12-11T15:44:24Z
v1.3.5,2022-10-31T08:46:30Z
raft-5,2022-09-05T07:06:38Z
draft-5,2022-09-05T07:06:59Z
draft-4,2022-09-05T07:06:23Z
draft-3,2022-09-05T07:06:00Z
draft-2,2022-09-05T07:05:40Z
open-data-voice-ipa,2022-08-21T00:36:05Z
resources,2020-11-29T14:41:31Z
v1.3.4,2022-01-08T15:34:45Z
v1.3.3,2021-10-30T04:12:31Z
open-data,2021-08-04T07:19:20Z
v1.3.1,2021-01-11T09:43:08Z
v1.3.0,2020-12-19T12:26:18Z
v1.2.3,2020-11-28T08:08:36Z
v1.2.2,2020-11-04T09:42:26Z
v1.2.1,2020-10-29T09:27:07Z
v1.2.0,2020-10-28T05:41:11Z
v1.1.17,2019-08-29T09:27:39Z
1.1.16,2019-06-17T00:44:00Z
v1.1.9,2019-01-01T07:15:11Z
v1.1.8,2018-06-20T04:05:24Z
v1.1.7,2018-04-11T19:15:58Z
v1.1.6,2017-12-30T03:50:47Z
v1.1.5,2017-10-06T07:04:43Z
v1.1.4,2017-09-12T12:10:06Z
v1.1.3,2017-08-23T01:57:20Z
v1.1.0,2017-05-30T04:02:49Z
