Release,Published_at
corpus/uspto-sample/0.1,2023-03-07T15:25:36Z
corpus/sec-edgar-forms-3-4-5-8k-10k-sample/0.1,2023-03-07T15:23:46Z
corpus/govinfo-fr-2021/0.1,2023-03-07T15:28:24Z
corpus/eurlex-sample-10000/0.1,2023-03-07T15:29:26Z
corpus/contract-types/0.1,2023-03-07T15:31:15Z
corpus/caselaw-access-project-ark-ill-nc-nm-subset-144million-characters/0.1,2023-03-07T15:34:48Z
corpus/bonds/0.1,2023-03-07T15:36:46Z
corpus/atticus-cuad-v1-plaintext/0.1,2023-03-07T15:38:07Z
corpus/arxiv-abstracts-with-agreement/0.1,2023-03-07T15:39:47Z
pipeline/is-contract/0.1,2022-04-25T16:10:06Z
pipeline/contract-type/0.1,2022-05-10T02:59:49Z
