Release,Published_at
v25.02.01,2025-03-03T21:13:57Z
v25.04.00a,2025-02-09T01:27:52Z
v24.12.00,2024-12-11T21:41:19Z
v24.10.00,2024-10-09T20:29:23Z
v24.08.00,2024-08-08T02:09:42Z
v24.06.01,2024-06-12T17:18:26Z
v24.06.00,2024-06-05T17:43:18Z
v24.04.00,2024-04-10T20:54:06Z
v24.02.00,2024-02-13T16:00:26Z
v23.12.00,2023-12-06T19:20:46Z
v23.10.00,2023-10-11T18:02:50Z
v23.08.00,2023-08-09T21:09:44Z
v23.06.00,2023-06-07T21:03:43Z
v23.04.00,2023-04-12T21:34:27Z
v23.02.00,2023-02-09T19:44:57Z
v22.12.00,2022-12-08T17:08:49Z
v23.02.00a,2023-02-13T18:56:33Z
v22.10.01,2022-11-04T22:26:53Z
v22.10.00,2022-10-12T17:54:03Z
v22.12.00a,2022-12-09T19:27:09Z
v22.08.00,2022-08-17T22:20:06Z
v22.10.00a,2023-02-13T18:57:47Z
v22.06.01,2022-07-06T17:09:54Z
v22.06.00,2022-06-07T18:50:19Z
v22.04.00,2022-04-06T17:07:52Z
v22.02.00,2022-02-02T20:26:26Z
v21.12.00,2021-12-08T19:17:51Z
v21.10.02,2021-11-12T10:16:39Z
v21.10.01,2021-11-10T15:40:36Z
v21.08.03,2021-11-08T18:17:49Z
v21.10.00,2021-10-06T19:04:24Z
v21.08.02,2021-09-16T19:17:22Z
v21.08.01,2021-08-06T20:27:37Z
v21.08.00,2021-08-04T18:50:59Z
v21.06.02,2021-06-17T15:17:06Z
v21.06.01,2021-06-10T19:39:28Z
v21.06.00,2021-06-09T21:01:46Z
v0.19.0,2021-04-21T19:48:21Z
v0.18.0,2021-02-24T21:41:14Z
v0.17.0,2020-12-10T21:50:49Z
v0.16.0,2020-10-21T19:55:05Z
v0.15.0,2020-09-16T15:09:08Z
v0.5.1,2019-02-07T04:09:55Z
v0.6.0.dev0,2019-01-31T00:04:40Z
