Release,Published_at
0.12.2,2022-04-25T14:48:39Z
0.12.1,2022-04-13T01:38:19Z
0.12.0,2022-04-06T03:04:58Z
0.11.1,2022-04-05T21:46:55Z
0.11.0,2022-04-05T21:31:28Z
0.10.6,2022-04-02T21:40:22Z
0.10.5,2022-03-15T00:17:47Z
0.10.4,2022-03-07T03:10:55Z
0.10.3,2022-02-23T03:13:14Z
0.10.2,2022-02-23T02:57:07Z
0.10.1,2022-02-08T01:26:37Z
0.10.0,2022-02-08T00:45:59Z
0.9.9,2022-02-05T10:25:56Z
0.9.8,2022-02-03T05:08:51Z
0.9.7,2022-02-03T04:40:16Z
0.9.6,2022-02-03T04:25:32Z
0.9.5,2022-02-03T04:18:49Z
v0.9.4,2022-02-03T03:52:12Z
v0.9.3,2022-01-28T03:37:05Z
v0.9.2,2022-01-28T03:15:30Z
v0.9.1,2022-01-28T03:08:29Z
v0.9.0,2022-01-28T03:00:13Z
v0.8.16,2022-01-22T14:05:11Z
v0.8.15,2022-01-22T13:43:08Z
v0.8.14,2022-01-21T23:53:00Z
v0.8.13,2022-01-21T23:42:24Z
v0.8.12,2022-01-21T23:25:44Z
v0.8.11,2022-01-21T20:48:06Z
v0.8.10,2022-01-21T20:43:31Z
v0.8.9,2022-01-21T20:39:10Z
v0.8.7,2022-01-21T19:49:07Z
v0.8.6,2022-01-21T19:38:51Z
v0.8.1,2022-01-21T01:08:23Z
v0.8.0,2022-01-21T00:32:07Z
v0.7.2,2022-01-19T23:56:58Z
v0.6.1,2021-03-05T01:38:02Z
v0.6.0,2020-11-05T16:21:28Z
v0.5.0,2020-03-12T21:22:20Z
v0.4.3,2019-11-14T21:02:06Z
v0.4.2,2019-11-06T20:48:28Z
v0.4.1,2019-10-24T20:28:01Z
v0.4.0,2019-10-17T22:01:58Z
v0.3.1,2019-06-02T18:55:47Z
v0.3.0,2019-05-24T15:42:47Z
V0.2.3,2019-03-29T20:44:11Z
v0.2.2,2019-03-22T23:39:32Z
v0.0.5,2019-02-01T19:21:24Z
v0.2.1,2019-02-01T18:54:08Z
v0.1.1,2019-02-01T19:11:06Z
v0.0.8,2018-07-07T03:23:41Z
