Release,Published_at
v2.2.0-nightly,2025-02-13T03:28:10Z
v2.1.0,2024-08-22T09:06:57Z
v2.4.0,2023-11-13T02:02:20Z
v2.3.0,2023-04-24T02:17:43Z
v2.2.0,2023-01-19T05:18:37Z
v2.0.0,2022-03-09T07:47:13Z
v0.13.0,2021-07-09T12:20:26Z
v0.12.2,2021-04-21T01:53:25Z
v0.12.1,2021-01-05T05:55:32Z
v0.11.1,2021-01-05T05:52:01Z
v0.10.0,2019-11-05T08:50:46Z
v0.9.0,2019-07-22T01:15:42Z
v0.8.0,2019-03-28T08:17:08Z
v0.7.0,2018-10-13T05:42:40Z
v0.6.0,2018-06-29T14:22:24Z
v0.5.0,2018-03-30T02:05:32Z
v0.4.0,2018-01-04T08:38:56Z
v0.3.0,2017-11-08T03:36:25Z
v0.2.0,2017-07-24T06:06:21Z
v0.1.1,2017-06-16T09:32:51Z
