Release,Published_at
"v0.3,3",2025-01-27T19:28:32Z
stable,2020-09-18T21:02:21Z
v0.3.2,2024-10-30T22:08:14Z
v0.3.1,2024-03-15T23:11:47Z
v0.3.0,2023-10-19T23:46:02Z
v0.2.5,2023-07-29T02:58:14Z
v0.2.4,2023-03-31T21:50:35Z
v0.2.4.0-rc1,2023-03-30T19:03:18Z
v0.2.3,2022-12-08T21:40:48Z
v0.2.3_rc2,2022-11-29T21:06:04Z
v0.2.3_rc1,2022-11-28T16:16:32Z
v0.2.2,2022-06-15T15:48:15Z
v0.2.2_rc1,2022-06-06T16:54:40Z
v0.2.1,2021-07-30T07:59:16Z
v0.2.0,2021-06-30T06:55:06Z
v0.2.0_rc2,2021-06-30T05:10:39Z
v0.2.0-rc1,2021-06-28T20:28:19Z
v0.1.7,2021-01-29T23:24:59Z
v0.1.7-rc3,2021-01-28T22:56:44Z
v0.1.7-rc2,2021-01-27T20:37:35Z
v0.1.7-rc1,2021-01-26T17:11:58Z
v0.1.6,2020-09-18T00:13:41Z
v0.1.5,2020-05-28T02:52:27Z
v0.1.4,2020-01-21T23:57:53Z
v0.1.3,2019-10-14T17:31:49Z
v0.1.2,2019-06-14T11:16:46Z
v0.1.1,2019-04-03T00:54:08Z
v0.1.0,2019-02-26T06:12:25Z
