Release,Published_at
v4.2.1,2024-11-11T11:56:41Z
v4.2.0,2024-10-11T16:18:34Z
v4.1.0,2024-03-06T15:26:30Z
v4.0.0,2024-03-05T16:41:51Z
v3.0.0,2024-02-09T19:26:28Z
v2.4.1,2021-06-26T17:14:39Z
v2.4.0,2021-04-04T04:24:25Z
v2.3.0,2020-10-23T04:16:42Z
v2.1.0,2019-09-04T02:36:26Z
v2.0.0,2019-05-02T14:45:28Z
v0.1.1,2019-02-20T14:46:05Z
v0.1.0,2019-02-16T05:12:40Z
v0.0.3,2019-02-14T16:52:46Z
v0.0.2,2019-02-14T15:55:30Z
