Project_names,Release,Date,OSE,BCE,PDE,SV,OS,SD,RS,TF,UI,TC,total-cs
ElevenClock,1,2021-09-19,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,1.1,2021-09-23,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,1.2,2021-10-04,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,1.3,2021-10-05,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,1.4,2021-10-05,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,1.5,2021-10-05,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,1.6,2021-10-06,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,1.7,2021-10-07,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,1.8,2021-10-08,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,1.9,2021-10-10,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,2,2021-10-12,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,2.1,2021-10-14,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,2.1.1,2021-10-14,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,2.2,2021-10-17,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,2.3,2021-10-23,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,2.4,2021-10-24,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,2.5,2021-10-30,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,2.6,2021-11-07,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,2.6.1,2021-11-08,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,2.7,2021-11-14,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,2.8,2021-11-27,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,2.9-rc2,2021-12-11,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,2.9.1,2021-12-18,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,2.9.2,2021-12-27,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.0.0,2022-01-04,0,1,1,0,0,0,1,1,0,1,5
