Project_names,Release,Date,OSE,BCE,PDE,SV,OS,SD,RS,TF,UI,TC,CommunitySmells,SATD,Code,Defect,Design,Documentation,M&T,Requirement,SATD
compromise,v0.3.1,2015-02-22,1,1,1,1,0,0,1,1,0,1,7,17,2,1,0,8,2,4,17
compromise,v0.3.9,2015-05-01,0,1,1,0,0,0,0,1,0,1,4,13,2,1,0,6,0,4,13
compromise,v0.4.0,2015-05-03,0,1,1,0,0,0,1,1,0,1,5,18,2,2,0,6,3,5,18
compromise,v0.5.2,2015-05-10,0,1,1,0,0,0,0,1,0,1,4,20,2,2,0,6,3,7,20
compromise,v1.0.0,2015-05-19,0,1,1,0,0,0,0,1,0,1,4,24,2,2,0,6,5,9,24
compromise,v1.1.0,2015-05-29,0,0,1,1,1,0,0,0,1,1,5,26,2,2,0,6,7,9,26
compromise,v7.0.18,2017-02-23,0,1,1,0,0,0,1,1,1,1,6,19,0,2,1,7,3,6,19
compromise,v9.0.0,2017-04-02,0,1,1,0,0,0,1,1,0,1,5,19,0,3,1,5,4,6,19
compromise,v9.1.0,2017-04-04,0,1,1,0,0,0,1,1,0,1,5,19,0,3,1,5,4,6,19
compromise,v10.0.0,2017-04-21,0,1,1,1,0,1,0,1,1,1,7,21,0,3,1,5,4,8,21
compromise,12.0.0,2019-11-28,0,1,1,0,0,0,1,1,0,1,5,25,1,6,2,5,6,5,25
compromise,12.3.0,2020-01-10,0,1,1,0,0,0,1,1,1,1,6,25,2,6,2,5,5,5,25
compromise,13.0.0,2020-02-01,0,1,1,0,0,0,1,1,0,1,5,25,2,7,2,5,5,4,25
compromise,13.1.1,2020-02-29,0,1,1,0,0,0,1,1,0,1,5,25,2,7,2,5,5,4,25
compromise,13.2.0,2020-04-25,0,1,1,1,0,0,1,1,0,1,6,25,2,7,2,5,5,4,25
compromise,13.3.0,2020-06-10,0,1,1,0,0,0,1,1,0,1,5,25,2,7,2,5,5,4,25
compromise,13.3.1,2020-06-11,1,1,1,1,0,0,1,1,0,1,7,24,2,6,2,5,5,4,24
compromise,13.3.2,2020-08-07,0,1,1,0,0,0,1,1,0,1,5,24,2,6,2,5,5,4,24
compromise,13.4.0,2020-09-10,0,1,1,0,0,0,1,1,0,1,5,24,2,6,2,5,5,4,24
compromise,13.5.0,2020-09-10,0,1,1,0,0,0,1,1,0,1,5,24,2,6,2,5,5,4,24
compromise,13.6.0,2020-10-16,0,1,1,0,0,0,1,1,0,1,5,24,2,6,2,5,5,4,24
compromise,13.7.0,2020-10-29,0,1,1,0,0,0,1,1,1,1,6,25,2,6,2,6,5,4,25
compromise,13.8.0,2020-12-18,0,1,1,0,0,0,1,1,0,1,5,43,3,9,5,5,5,16,43
compromise,13.9.0,2021-02-04,0,1,1,0,0,0,1,1,0,1,5,43,3,9,5,5,5,16,43
compromise,13.9.1,2021-02-04,0,1,1,0,0,0,1,1,0,1,5,43,3,9,5,5,5,16,43
compromise,13.9.2,2021-02-07,0,1,1,0,0,0,1,1,0,1,5,43,3,9,5,5,5,16,43
compromise,13.9.3,2021-02-18,0,1,1,0,0,0,0,1,0,1,4,43,3,9,5,5,5,16,43
compromise,13.10.0,2021-02-22,0,1,1,0,0,0,1,1,0,1,5,46,3,11,5,5,5,17,46
compromise,13.10.1,2021-03-04,0,1,1,0,0,0,1,1,0,1,5,48,3,10,5,5,5,20,48
compromise,13.10.2,2021-03-12,0,1,1,0,0,0,1,1,0,1,5,48,3,10,5,5,5,20,48
compromise,13.10.3,2021-03-18,0,1,1,0,0,0,1,1,0,1,5,48,3,10,5,5,5,20,48
compromise,13.10.4,2021-03-19,0,1,1,0,0,0,1,1,0,1,5,48,3,10,5,5,5,20,48
compromise,13.10.5,2021-03-29,0,1,1,0,0,0,1,1,0,1,5,47,3,10,5,5,5,19,47
compromise,13.10.6,2021-04-06,0,1,1,0,0,0,1,1,0,1,5,47,3,10,5,5,5,19,47
compromise,13.11.0,2021-04-15,0,1,1,0,0,0,1,1,0,1,5,47,3,10,5,5,5,19,47
compromise,13.11.1,2021-04-18,0,1,1,0,0,0,1,1,0,1,5,47,3,10,5,5,5,19,47
compromise,13.11.2,2021-05-05,1,1,1,1,0,1,1,1,0,1,8,47,3,10,5,5,5,19,47
compromise,13.11.3,2021-06-21,0,0,1,1,0,0,0,1,1,1,5,47,3,10,5,5,5,19,47
compromise,13.11.4,2021-09-20,0,1,1,1,0,0,1,1,1,1,7,47,3,10,5,5,5,19,47
compromise,14.0.0,2022-03-22,0,1,1,0,0,0,1,1,0,1,5,11,3,3,0,1,2,2,11
