P,R,F1
0.9963172109010557,0.9943641264395982,0.9953397105714986
0.9947540983606558,0.9921517331589274,0.9934512115258678
0.998639455782313,0.9825970548862115,0.99055330634278
0.9919346049046321,0.9936674309422426,0.9928002618086614
