P,R,F1
0.9948888320981344,0.9539328595932369,0.9739804853640229
0.984993178717599,0.9444081098757358,0.9642737896494157
0.9944444444444445,0.9585006693440429,0.9761417859577369
0.988120118798812,0.9807839283764603,0.9844383561643836
