Project_names,Release,Date,OSE,BCE,PDE,SV,OS,SD,RS,TF,UI,TC,CommunitySmells,SATD,SATD
pomegranate,0.0.2,2015-01-04,0,1,0,1,0,0,0,1,1,0,4,1,1
pomegranate,0.4.0,2016-03-30,0,1,1,1,0,1,0,0,1,0,5,5,5
pomegranate,v1.0.0,2023-04-16,1,1,0,1,0,1,1,1,0,0,6,3,3
